,kod_pkd,opis,labels
98198,2370,"skup, obróbka i sprzedaż pomników nagrobnych oraz kamienia naturalnego. branża: produkcja, renowacja i obróbka pomników nagrobnych oraz kamienia naturalnego. budownictwo: remonty, renowacje, układanie kamienia naturalnego i układanie płytek w pomieszczeni",138
38716,1102,firma zajmuje się dojrzewaniem win w piwnicach,26
79237,1812,"działalność kopiowania i co się z tym wiąże, w tym udział w innych spółkach o podobnej lub odmiennej działalności.",81
10253,1399,produkcja koronek handmade,42
110327,1610,"skip to main content tartak-gałka sp.j. 34-235 bystra podhalańska 813 office phone: +48 18 267 44 00 address e-mail biuro@tartakgalka.pl main navigation about us products certyfikaty order news informacje contact our story home our story historia firmy the origins of the company date back to 1990, when józef gałka first began his activity under the name trak-drew, providing wood transport services. in 1995 józef gałka started to convert wood raw material on his own. the acquired knowledge, a fre",60
87085,1071,"o firmie oferta sklepy firmowe kontakt ? witamy na naszej stronie internetowej! piekarnia rzemieślnicza w. kuczewski, b. lipińska piecze dla państwa już od 35 lat! jesteśmy firmą rodzinną, której specjalnością jest pieczywo powstałe na bazie naturalnego zakwasu chlebowego, bez użycia ulepszaczy, sztucznych barwników i konserwantów. niepowtarzalny smak i aromat pieczywa z gruszczyc to zasługa starej, przekazywanej z pokolenia na pokolenie receptury rzemieślniczej oraz wypieku w tradycyjnym piecu",13
48784,1712,firma zajmuje się wyrobem waty celulozowej z włókien roślinnych,73
28314,2362,firma zajmuje się produkcja gipsowych płyt dla pomieszczeń magazynowych,132
8309,1320,produkcja tkanin barwionych,34
67641,2320,firma zajmuje się produkcja wyrobów ogniotrwałych w technologii spinelowej,120
73653,3031,firma zajmuje się produkcją statków kosmicznych i rakiet wynoszących statki kosmiczne na orbitę.,232
103104,2829,"kupno, sprzedaż i wynajem urządzeń technicznych w zakresie indukcji. sprzedaż usług technicznych w zakresie indukcji.",210
48683,1712,firma zajmuje się wytwarzaniem specjalistycznej tektury dla przemysłu motoryzacyjnego,73
110449,1020,"+48 602 503 256 biuro@rybajka.pl znajdź nas na: sklep akwakultura delikatesy z ryb łowisko specjalne cennik blog wsparcie z ue akwakultura rybajka akwakultura gospodarstwo rybackie pstrąg tarnowo to firma rodzinna, założona w 1992 roku. początkowo specjalizowaliśmy się w hodowli pstrąga tęczowego w pełnym cyklu hodowlanym, z czasem rozszerzając ofertę o kolejne gatunki ryb oraz produkty. obecnie wdrażamy kilka nowych projektów rozwojowych związanych z szeroko pojętą akwakulturą - firmując to now",3
44198,2453,firma zajmuje się odlewnictwem metali lekkich dla przemysłu telekomunikacyjnego.,156
55063,2660,firma zajmuje się produkcją aparatury do wspomagania oddechu.,187
3869,3250,produkcją szklanych oczu.,249
19887,2640,produkcją aparatury do transmisji radiowej (odbiorniki).,184
29288,2370,firma zajmuje się produkcją nagrobków z motywami regionu i krajobrazu,138
86347,2222,"this website uses cookies we use cookies to personalise content and ads, to provide social media features and to analyse our traffic. we also share information about your use of our site with our social media, advertising and analytics partners who may combine it with other information that you’ve provided to them or that they’ve collected from your use of their services. consent selection necessary preferences statistics marketing show details allow all allow selection deny welcome to amerplast",108
38906,1104,firma zajmuje się fermentacją win specjalistycznych,28
26494,2511,produkcją prefabrykowanych budynków modułowych.,158
66424,1081,produkcja cukru trzcinowego jasnobrązowego,16
67695,2341,firma zajmuje się produkcja ceramicznych kubków i filiżanek,123
100776,1413,szwalnia: szycie dla klientów.,46
5206,1089,produkcja roślinnych burgerów sojowych,22
79078,2812,"toczenie, frezowanie, wiercenie, prace montażowe części hydraulicznych itp.",201
20132,2441,produkcją metali szlachetnych nieobrobionych plastycznie.,148
40962,1625,firma zajmuje się produkcja drzwi drewnianych zewnętrznych,67
18867,1610,"branża: drewno i wyroby z drewna | produkty: tarcica, deski do szalunku, deski tarasowe, więźba prefabrykowana, drewno konstrukcyjne, elementy drewniane, tarcica, płyty wiórowe, sklejka | usługi: produkcja tarcicy, impregnacja drewna, obróbka drewna, projektowanie konstrukcji drewnianych, doradztwo w zakresie obróbki drewna",60
40789,1511,firma zajmuje się produkcja skór do mebli stylowych,57
27172,2343,produkcja ceramicznych izolatorów do linii napięcia średniego,125
2732,1920,produkcja paliw alternatywnych z komponentów ropopochodnych,86
73962,3100,firma zajmuje się produkcją mebli biurowych (biurek).,238
54876,2651,firma zajmuje się produkcją przyrządów do kontroli spalania.,185
89395,3299,"działalność produkcyjna w przemyśle, górnictwie, maszynach budowlanych, przemyśle naftowym i gazowym oraz co jest z tym naturalnie związane.",251
45622,2592,firma zajmuje się produkcją zamknięć metalowych do tub.,176
19114,2433,produkcją otwartych kształtowników stalowych o niestandardowych wymiarach.,146
32799,1089,firma zajmuje się produkcja suplementów białkowych,22
20205,2640,produkcją sprzętu audio do instalacji w samochodzie.,184
26215,1413,403 forbidden 403 forbidden nginx,46
14813,2365,produkcja płyt izolacyjnych przeciwhałasowych z włókno-cementu,135
22165,1624,produkcja futerałów drewnianych dedykowanych,66
68570,2343,firma zajmuje się produkcja ceramicznych osłon do stacji transformatorowych,125
21174,2442,produkcją kształtowników aluminiowych do profili fasadowych.,149
4282,2512,"branża: budownictwo | produkty: elementy konstrukcyjne ze stali nierdzewnej, stal nierdzewna | usługi: produkcja i montaż elementów konstrukcyjnych ze stali nierdzewnej zgodnie z normą ue en1090",159
39388,1628,firma zajmuje się wyrobem korkowych rolek do zastosowań przemysłowych,70
32672,1085,firma zajmuje się produkcja dań kuchni włoskiej,20
17297,2390,wytwarzaniem ekologicznych wyrobów z niemetalicznych surowców mineralnych.,139
84928,1625,"budowa domów, ekrany akustyczne, szalunki.",67
83795,2553,"inwestycja, eksploatacja i wynajem nieruchomości. inwestycje w inne spółki.",168
55863,2813,firma zajmuje się produkcją pomp próżniowych.,202
4281,1082,produkcja gumy do żucia w listkach,17
24306,1089,produkcja sosów do makaronów instant,22
28560,2363,firma zajmuje się produkcja betonu wzmacnianego włóknami,133
109281,2562,"dodaj firmę moje konto oferta regulamin artykuły kontakt strona główna wiadomości rozrywka sport edukacja zdrowie co, gdzie, kiedy? telewizja baza firm portale ogłoszenia wyszukiwarka branże wszystkie branże budownictwo, ogród edukacja finanse, doradztwo gastronomia, rozrywka, turystyka handel motoryzacja przemysł, produkcja sport, rekreacja urzędy, instytucje usługi zdrowie gminy wszystkie gminy goczałkowice-zdrój kobiór miedźna pawłowice pszczyna suszec miasta bielsko-biała czechowice-dziedzic",170
21289,1814,grawerowaniem matryc do tłoczenia introligatorskiego,83
78744,1084,przemysł spożywczy: produkcja sfermentowanego sosu rybnego.,19
85611,1330,"druk i haft na tekstyliach, papierze i nie tylko.",35
48047,1627,firma zajmuje się woskowaniem boazerii drewnianej,69
4764,1086,produkcja kaszek owocowych,21
15107,1032,produkcja soków klarowanych warzywnych,5
82939,2813,"rozwój, produkcja i sprzedaż wszelkiego rodzaju artykułów metalowych oraz handel tymi i innymi pokrewnymi artykułami. spółka może posiadać udziały w innych spółkach w celach finansowych.",202
54691,2630,firma zajmuje się produkcją centrów telefonicznych.,183
88280,3011,"prace produkcyjne, remontowe i wymiany łodzi oraz konstrukcji stalowych dla budownictwa.",227
98242,1623,przedmiotem działalności firmy jest rozwój i sprzedaż produktów dla branży budowlanej. zatrudnienie konsultanta w branży budowlanej.,65
49021,1722,firma zajmuje się produkcja bibułek i papieru czyszczącego przemysłowego,75
8581,2120,produkcja preparatów stosowanych w alergologii,103
9930,1396,produkcja pomponów dekoracyjnych sportowych,41
15652,1811,maszynowym drukowaniem gazet codziennych ogłoszeniowych,80
3669,1072,produkcja wafli orzechowych,14
17184,2399,produkcją wyrobów z różnych substancji mineralnych do zastosowań przemysłu drzewnego.,141
62036,3031,produkcją dronów do dostaw.,232
31602,1041,firma zajmuje się obróbką oleju z wielorybów,7
102884,1439,"robienie na drutach, pranie na zlecenie.",56
42742,2224,produkcja wewnętrznych listew wykończeniowych z plastiku,110
94880,1089,branża: produkcja artykułów spożywczych z wykorzystaniem naturalnych surowców pochodzenia roślinnego. handel: import i eksport artykułów spożywczych zawierających naturalne surowce pochodzenia roślinnego. import surowców naturalnych.,22
40721,1511,firma zajmuje się dogarbowywaniem skór futerkowych,57
4398,1083,produkcja substytutów kawy,18
43531,2442,firma zajmuje się produkcją aluminium z odpadów kablowych.,149
18115,2399,"wytwarzaniem materiałów izolujących cieplnie, akustycznie lub pochłaniających dźwięki (z wyłączeniem produktów z włókien szklanych).",141
95396,2221,handel hurtowy surowcami i półproduktami z tworzyw sztucznych oraz artykułami dla klientów norweskich.,107
29903,2399,firma zajmuje się wytwarzaniem wyrobów z bitumu naftowego do uszczelniania dachów.,141
77955,2813,"produkcja, sprzedaż i usługi serwisowe w zakresie wszystkich znormalizowanych mechanicznych pomp odśrodkowych, zaworów przemysłowych i tłoków mechanicznych oraz układów z nimi związanych, a także produkcja, sprzedaż i usługi serwisowe w zakresie innych po",202
88168,2562,produkcja i sprzedaż zamków oraz działalność pokrewna.,170
32023,1062,firma zajmuje się produkcja produktów skrobiowych,12
43606,2442,firma zajmuje się produkcją tlenku glinu dla włókien światłowodowych.,149
92188,1105,"produkcja, dystrybucja i sprzedaż napojów alkoholowych. i inne działania, które naturalnie wchodzą w grę.",29
21814,2443,produkcją drutu z ołowiu do uszczelnień.,150
32761,1086,firma zajmuje się konfekcjonowaniem posiłków dietetycznych,21
110148,2932,zph hurtownia części zamiennych tuszów narodowy www.tuszow.tarapata.pl zakład produkcyjny kolbuszowa www.kolbuszowa.tarapata.pl,226
99231,1399,projektowanie obrazów i logo oraz haft maszynowy na tekstyliach. sprzedaż wzorów i haftów na tekstyliach.,42
92053,1020,"skup, produkcja i odsprzedaż ryb wraz z działalnością powiązaną.",3
95558,1320,tkanie szali wełnianych.,34
2305,1039,produkcja past z migdałów,6
47970,1626,firma zajmuje się produkcja brykietów opałowych z wiórów,68
56701,2894,firma zajmuje się produkcją maszyn do obróbki skór wyprawionych.,218
67855,2331,firma zajmuje się produkcja ceramicznych płytek na tarasy zimowe,121
77335,2530,"twórca giełdy. naprawa, budowa, skup i sprzedaż broni. a także usługi doradcze w zakresie kreatora giełdowego.",163
23534,1071,(none) error [403] forbidden : dostęp zabroniony zapytanie odrzucone przez serwer. nie masz dostępu do / na tym serwerze. you don't have permission to access /,13
23589,2452,produkcją odlewów ze staliwa zwykłego (niestopowego).,155
74974,3250,"firma zajmuje się produkcją okularów (słonecznych, ochronnych).",249
96316,2829,firma handlowo-produkcyjna posiadająca własną produkcję maszyn do obróbki blach.,210
16534,2370,produkcją płyt na place hotelowe z kamienia,138
88092,1421,"wypożyczalnia szwalni, szwalni.",50
40220,1399,firma zajmuje się produkcja taśm tekstylnych technicznych,42
19069,2893,produkcją urządzeń do przetwarzania tłuszczów zwierzęcych.,217
48958,1722,firma zajmuje się produkcja artykułów higienicznych dla dzieci,75
302,2363,"branża: budownictwo | produkty: brak | usługi: badania termowizyjne, certyfikacje energetyczne, audyty energetyczne, termiczne zabezpieczenie budynku, wybór źródeł ciepła, innowacje zmniejszające koszty ogrzewania | --- | branża: budownictwo | produkty: brak | usługi: badania termowizyjne, świadectwo energetyczne, audyt energetyczny, doradztwo energetyczne, termowizja",133
56957,2899,firma zajmuje się produkcją sprzętu do wyważania wałów napędowych.,222
30411,2431,firma zajmuje się produkcją sztab ciągnionych na zimno dla budownictwa.,144
32625,1085,firma zajmuje się produkcja gotowych dań jarskich mrożonych,20
45773,2594,firma zajmuje się produkcją podkładek odciążających.,178
74716,3320,firma zajmuje się instalowaniem maszyn do obróbki szkła.,261
80359,1061,"przyjęcie zboża, przetwórstwo zboża, handel i wykorzystanie majątku firmy poprzez eksploatację, wynajem lub sprzedaż.",11
10952,1011,produkcja mięsa wołowego w zakładach rzeźnych i przetwórczych,0
93331,2551,kontrola powierzchni metali.,166
18801,2620,produkcją klawiatur numerycznych.,182
60127,2120,firma zajmuje się wytwarzaniem opatrunków chirurgicznych z lekiem,103
41007,1625,firma zajmuje się wytwarzaniem okien z drewna litego,67
105087,1629,produkcja drewna (paliwo). przekazano konsumentom. inne produkty terenowe (łowiectwo/wędkarstwo/życie na świeżym powietrzu/przewodnictwo). transport w ramach turystyki (całoroczny).,71
74721,3320,firma zajmuje się instalowaniem przenośników do transportu w zakładach przemysłowych.,261
60135,2120,firma zajmuje się produkcja farmaceutyków dla kardiologii,103
88533,2341,rozwój i produkcja szkliw ceramicznych. rozwój i produkcja wyrobów ceramicznych. rozwój i produkcja przedmiotów ceramicznych. rozwój i produkcja polepszaczy gleby i okrywowych. działalność pedagogiczna w szkołach i szkołach kulturalnych.,123
58820,1812,firma zajmuje się drukowaniem na materiałach takich jak szkło i ceramika,81
106317,2511,produkcja urządzeń do domowego warzenia piwa.,158
54931,2652,firma zajmuje się produkcją kopert zegarków z tworzyw sztucznych.,186
84143,1011,rozbiór i pakowanie mięsa.,0
97981,3212,jubilerstwo (głównie biżuteria srebrna) i fotografia.,244
77827,3213,produkcja i sprzedaż biżuterii poprzez zakupy internetowe.,245
88316,1628,"firma inwestycyjna. kupno i sprzedaż udziałów oraz inwestycje w nieruchomości i wszystko inne, co naturalnie się do tego zalicza.",70
22511,2445,produkcją taśm z manganu.,152
14600,1725,produkcja formowanych opakowań na żarówki z masy celulozowej,78
32404,1081,firma zajmuje się produkcja melasy ekologicznej,16
